Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,Avg_VTAT,Avg_CTAT,Reason_for_cancelling_by_Customer,Reason_for_cancelling_by_Driver,Incomplete_Rides_Reason,Booking_Value,Ride_Distance,Driver_Ratings,Customer_Rating
08-01-2025 00:00,23:38:00,CNR2040170300,Incomplete,20376,Mini,Area 15,Area 28,,,,,Customer Demand,,,,
16-01-2025 00:00,15:36:00,CNR5065925912,Successful,50642,eBike,Area 12,Area 2,10.13,16.73,,,,886.38,29.58,3.8,4.2
17-01-2025 00:00,06:59:00,CNR1228320187,Cancelled by Driver,98527,Auto,Area 35,Area 33,,,,Customer related issue,,,,,
11-01-2025 00:00,10:18:00,CNR3912016489,Successful,37894,Prime Sedan,Area 7,Area 17,8.46,14.05,,,,1137.5,12.26,3.2,3.4
21-01-2025 00:00,02:08:00,CNR9726289765,Incomplete,95814,eBike,Area 3,Area 21,,,,,Vehicle Breakdown,,,,
23-01-2025 00:00,17:22:00,CNR9983756452,Incomplete,90055,Bike,Area 21,Area 41,,,,,Vehicle Breakdown,,,,
11-01-2025 00:00,09:19:00,CNR8850935739,Successful,76099,Auto,Area 41,Area 40,6.13,17.53,,,,423.34,26.8,4.6,3.1
02-01-2025 00:00,01:50:00,CNR1499884073,Successful,30450,Mini,Area 21,Area 26,5.43,9.11,,,,554.8,1.53,3.3,4.6
26-01-2025 00:00,22:40:00,CNR1383714397,Successful,26358,Auto,Area 48,Area 47,8.74,17.45,,,,464.32,18.58,5,3.5
05-01-2025 00:00,13:00:00,CNR3943881685,Incomplete,26111,Mini,Area 1,Area 47,,,,,Other Issue,,,,
26-01-2025 00:00,19:07:00,CNR1694238442,Successful,10340,Mini,Area 39,Area 26,3.99,5.61,,,,210.68,23.57,3.4,4.1
25-01-2025 00:00,04:22:00,CNR8961109630,Successful,75626,Bike,Area 45,Area 8,9.72,18.71,,,,350.94,15.96,4.1,4
03-01-2025 00:00,13:48:00,CNR2996605809,Successful,72535,Prime Plus,Area 4,Area 48,11.23,9.41,,,,881.42,4.05,4.9,5
19-01-2025 00:00,18:50:00,CNR2057034850,Successful,82295,Mini,Area 29,Area 42,11.41,10.86,,,,173.36,19.6,4.8,4.9
14-01-2025 00:00,14:20:00,CNR7142039468,Cancelled by Driver,66011,Prime Sedan,Area 19,Area 17,,,,More than permitted people in there,,,,,
15-01-2025 00:00,19:01:00,CNR8025687033,Incomplete,55292,Auto,Area 30,Area 26,,,,,Other Issue,,,,
03-01-2025 00:00,16:21:00,CNR3333981891,Incomplete,24897,eBike,Area 18,Area 13,,,,,Customer Demand,,,,
27-01-2025 00:00,14:09:00,CNR2120850670,Successful,73127,Mini,Area 34,Area 10,9.8,9.71,,,,679.62,7.12,4.6,4.4
20-01-2025 00:00,09:27:00,CNR2155980780,Successful,76275,Bike,Area 12,Area 7,13.3,6.3,,,,249.62,10.69,3,3.5
17-01-2025 00:00,15:33:00,CNR5205761506,Successful,75014,Prime Sedan,Area 26,Area 25,3.09,9.93,,,,336.25,18.52,4.7,4.5
22-01-2025 00:00,18:58:00,CNR5268933927,Successful,22757,eBike,Area 2,Area 44,5.45,3.06,,,,222.2,23.26,4,3.9
15-01-2025 00:00,16:44:00,CNR9493414023,Incomplete,29487,Mini,Area 34,Area 35,,,,,Customer Demand,,,,
12-01-2025 00:00,10:08:00,CNR9822140161,Incomplete,66421,Mini,Area 44,Area 30,,,,,Customer Demand,,,,
21-01-2025 00:00,14:56:00,CNR4802370399,Incomplete,61299,Bike,Area 34,Area 21,,,,,Other Issue,,,,
01-01-2025 00:00,12:41:00,CNR8307965910,Successful,92517,Mini,Area 29,Area 14,14.06,13.24,,,,124.65,1.19,4.7,4.3
01-01-2025 00:00,06:30:00,CNR2764512789,Successful,44398,Prime Plus,Area 30,Area 11,3.38,3.3,,,,459,24.44,3.7,3.7
29-01-2025 00:00,06:58:00,CNR3675244256,Incomplete,65094,eBike,Area 22,Area 25,,,,,Customer Demand,,,,
30-01-2025 00:00,21:53:00,CNR4696653869,Successful,53022,Prime SUV,Area 10,Area 23,7.67,12.87,,,,144.25,4.66,3.3,3.6
21-01-2025 00:00,18:40:00,CNR9255238123,Incomplete,28804,Prime Plus,Area 35,Area 2,,,,,Vehicle Breakdown,,,,
28-01-2025 00:00,23:56:00,CNR9012885809,Successful,13907,Auto,Area 28,Area 14,5.54,15.32,,,,204.06,26.25,3.9,3.7
07-01-2025 00:00,06:18:00,CNR2086436964,Successful,20447,eBike,Area 8,Area 24,8.17,4.65,,,,622.17,5.59,3.5,3.3
20-01-2025 00:00,13:52:00,CNR4555184760,Successful,22027,Prime Sedan,Area 43,Area 20,12.49,16.52,,,,308.93,28.94,3.6,3
30-01-2025 00:00,20:16:00,CNR4122153989,Successful,88307,eBike,Area 44,Area 19,5.67,14.33,,,,289.67,16.39,3.2,3.4
31-01-2025 00:00,06:37:00,CNR9225864779,Successful,65669,Mini,Area 4,Area 6,3.47,15.2,,,,200.72,6.13,3.3,3.3
25-01-2025 00:00,12:54:00,CNR6518987193,Cancelled by Driver,69688,Prime Plus,Area 5,Area 21,,,,More than permitted people in there,,,,,
17-01-2025 00:00,04:33:00,CNR8299866045,Cancelled by Customer,76200,Mini,Area 48,Area 36,,,Change of plans,,,,,,
21-01-2025 00:00,20:18:00,CNR9137596310,Cancelled by Customer,90472,Mini,Area 7,Area 15,,,AC is not working (Only for 4-wheelers),,,,,,
16-01-2025 00:00,23:53:00,CNR9602281043,Incomplete,80837,Bike,Area 10,Area 26,,,,,Customer Demand,,,,
06-01-2025 00:00,07:28:00,CNR7311668834,Incomplete,85146,Prime Sedan,Area 3,Area 16,,,,,Customer Demand,,,,
03-01-2025 00:00,00:12:00,CNR4532394979,Incomplete,58974,Bike,Area 16,Area 15,,,,,Other Issue,,,,
10-01-2025 00:00,05:56:00,CNR9904383774,Successful,96519,Bike,Area 38,Area 31,2.46,14.3,,,,443.79,15.26,3.5,4.7
31-01-2025 00:00,16:20:00,CNR5969892615,Incomplete,74256,Prime Sedan,Area 30,Area 14,,,,,Vehicle Breakdown,,,,
08-01-2025 00:00,04:09:00,CNR7616027033,Successful,11826,Prime Plus,Area 23,Area 2,3.82,8.79,,,,362.81,27.57,3.1,3.8
01-01-2025 00:00,19:02:00,CNR2646164180,Incomplete,84564,Auto,Area 11,Area 11,,,,,Customer Demand,,,,
31-01-2025 00:00,09:07:00,CNR6209429992,Successful,57070,Prime Sedan,Area 10,Area 25,13.16,8.97,,,,1799.37,17.55,4.8,4.7
23-01-2025 00:00,19:04:00,CNR7359333815,Successful,33521,Prime Plus,Area 31,Area 17,5.55,17.76,,,,285.25,12.73,3.8,3.6
08-01-2025 00:00,00:18:00,CNR7282834666,Successful,17269,Mini,Area 31,Area 18,5.21,19.83,,,,114.13,7.25,3.5,3.7
28-01-2025 00:00,20:57:00,CNR9494051860,Successful,94754,Auto,Area 21,Area 13,12.97,10.77,,,,216.97,5.87,3.3,4.9
10-01-2025 00:00,16:45:00,CNR6560312382,Incomplete,43262,Auto,Area 29,Area 31,,,,,Other Issue,,,,
01-01-2025 00:00,23:11:00,CNR7999298266,Incomplete,85700,Auto,Area 5,Area 42,,,,,Customer Demand,,,,
29-01-2025 00:00,06:35:00,CNR3124298369,Successful,11562,Prime Sedan,Area 49,Area 34,7.33,17.48,,,,103.54,3.57,3.6,3.1
01-01-2025 00:00,02:12:00,CNR2253739786,Incomplete,54876,Prime Sedan,Area 36,Area 22,,,,,Customer Demand,,,,
23-01-2025 00:00,08:58:00,CNR1917628673,Successful,10800,Bike,Area 22,Area 8,9.48,14.63,,,,191.44,18.05,4.8,3.5
24-01-2025 00:00,15:57:00,CNR3753182997,Successful,59878,eBike,Area 18,Area 10,3.18,9.76,,,,274.85,25.7,4,4.9
22-01-2025 00:00,01:14:00,CNR6876489167,Cancelled by Driver,89510,Prime SUV,Area 7,Area 16,,,,The customer was coughing/sick,,,,,
07-01-2025 00:00,20:38:00,CNR5690068430,Successful,43415,Prime Plus,Area 15,Area 11,12.17,7.71,,,,164.2,16.09,4.7,3
02-01-2025 00:00,01:20:00,CNR6789324983,Incomplete,17864,Prime Plus,Area 7,Area 8,,,,,Other Issue,,,,
02-01-2025 00:00,14:29:00,CNR2842153986,Successful,86526,Prime Sedan,Area 26,Area 41,12.08,10.51,,,,1255.53,21.15,4.6,3.5
23-01-2025 00:00,16:21:00,CNR2167075669,Incomplete,84788,Auto,Area 8,Area 28,,,,,Other Issue,,,,
21-01-2025 00:00,11:32:00,CNR1301951584,Successful,20710,Prime Plus,Area 47,Area 33,13.94,7.25,,,,397.45,17.81,3.8,3.2
03-01-2025 00:00,20:26:00,CNR3316565064,Successful,70247,Mini,Area 29,Area 5,5.37,14.75,,,,165.8,2.5,3.2,4.1
02-01-2025 00:00,13:04:00,CNR6854938374,Successful,47061,Mini,Area 7,Area 14,8.15,4.24,,,,238.47,5.25,3.5,3.6
10-01-2025 00:00,13:16:00,CNR5129324502,Successful,93463,Mini,Area 21,Area 23,14.39,6.85,,,,208.18,2.9,3.4,4.2
06-01-2025 00:00,23:53:00,CNR7786856283,Cancelled by Driver,76319,Auto,Area 26,Area 38,,,,Personal & Car related issues,,,,,
03-01-2025 00:00,18:03:00,CNR7775853578,Incomplete,18440,Auto,Area 18,Area 38,,,,,Other Issue,,,,
20-01-2025 00:00,07:50:00,CNR8828551485,Incomplete,85855,Mini,Area 1,Area 23,,,,,Vehicle Breakdown,,,,
07-01-2025 00:00,07:59:00,CNR5816224199,Successful,88300,Auto,Area 44,Area 8,10.72,5.57,,,,247.64,9.99,4.4,3.6
08-01-2025 00:00,13:23:00,CNR6730152261,Successful,92509,Mini,Area 36,Area 24,9.94,12.71,,,,478.16,5.17,3.1,4.6
20-01-2025 00:00,10:34:00,CNR1680116395,Successful,90455,Bike,Area 45,Area 30,11.03,15.98,,,,1508.83,10.51,3.8,4.9
12-01-2025 00:00,00:28:00,CNR7511839230,Incomplete,82666,Prime SUV,Area 49,Area 26,,,,,Customer Demand,,,,
21-01-2025 00:00,23:44:00,CNR6133564398,Successful,77060,Bike,Area 36,Area 16,13.61,12.5,,,,441.79,15.9,4.5,3.2
20-01-2025 00:00,11:42:00,CNR4747715649,Successful,59096,Prime SUV,Area 10,Area 30,7.1,4.16,,,,1823.57,10.89,3.8,3
19-01-2025 00:00,20:10:00,CNR3861066232,Incomplete,19171,Prime Sedan,Area 48,Area 25,,,,,Vehicle Breakdown,,,,
05-01-2025 00:00,07:22:00,CNR6868564670,Successful,84711,eBike,Area 16,Area 9,4.65,8.91,,,,1599.74,14.74,3.3,4.8
06-01-2025 00:00,14:32:00,CNR7520288985,Incomplete,37027,Prime Plus,Area 20,Area 46,,,,,Customer Demand,,,,
19-01-2025 00:00,16:16:00,CNR8228699146,Successful,32170,Prime SUV,Area 23,Area 19,13.6,15.36,,,,428.29,24.84,4.9,3.7
08-01-2025 00:00,06:58:00,CNR5265851147,Incomplete,90164,eBike,Area 39,Area 4,,,,,Customer Demand,,,,
02-01-2025 00:00,14:03:00,CNR5061855636,Successful,11580,eBike,Area 31,Area 35,3.02,5.25,,,,330.59,19.96,4.4,3.7
27-01-2025 00:00,08:14:00,CNR8072725570,Cancelled by Driver,90445,Prime Sedan,Area 23,Area 49,,,,More than permitted people in there,,,,,
27-01-2025 00:00,05:53:00,CNR2631036055,Cancelled by Driver,16440,Mini,Area 36,Area 7,,,,More than permitted people in there,,,,,
24-01-2025 00:00,13:08:00,CNR2573771931,Successful,18890,Prime Sedan,Area 26,Area 45,14.31,16.44,,,,352.94,10.19,3.7,4.1
21-01-2025 00:00,05:59:00,CNR4692166558,Incomplete,65189,Prime SUV,Area 37,Area 26,,,,,Vehicle Breakdown,,,,
29-01-2025 00:00,15:55:00,CNR3536427665,Successful,74999,Prime Sedan,Area 17,Area 17,13.2,6.58,,,,1174.58,6.55,4.4,4
13-01-2025 00:00,08:55:00,CNR3985622887,Cancelled by Customer,75664,Mini,Area 40,Area 49,,,Wrong Address,,,,,,
26-01-2025 00:00,14:31:00,CNR2485925207,Successful,26842,Mini,Area 50,Area 38,3.76,13.67,,,,1533.08,9.84,3.3,4
11-01-2025 00:00,04:24:00,CNR4485447421,Incomplete,52694,Bike,Area 32,Area 33,,,,,Vehicle Breakdown,,,,
17-01-2025 00:00,16:42:00,CNR6209963914,Successful,49303,Bike,Area 44,Area 23,4.06,9.4,,,,269.84,28.22,4.4,3.6
18-01-2025 00:00,07:11:00,CNR9090402543,Incomplete,88524,Prime Plus,Area 17,Area 6,,,,,Other Issue,,,,
12-01-2025 00:00,07:29:00,CNR2771838862,Successful,15999,eBike,Area 23,Area 17,2.95,12.97,,,,385.68,4.79,3.4,3.9
01-01-2025 00:00,10:19:00,CNR8139099879,Successful,29965,eBike,Area 17,Area 25,13.7,3.39,,,,133.99,4.34,3.5,3.5
29-01-2025 00:00,02:56:00,CNR4105002922,Successful,24871,Mini,Area 45,Area 32,2.43,6.48,,,,215.57,8.86,3.7,4.3
10-01-2025 00:00,02:41:00,CNR1117443202,Successful,75703,Prime Sedan,Area 4,Area 3,9.02,7.79,,,,484.77,14.05,3.3,4.9
07-01-2025 00:00,21:20:00,CNR4958432670,Cancelled by Driver,85455,Prime Sedan,Area 27,Area 35,,,,The customer was coughing/sick,,,,,
12-01-2025 00:00,04:55:00,CNR9720165826,Successful,23293,Prime SUV,Area 31,Area 18,13.15,8.83,,,,781.2,8.1,4.3,4.6
31-01-2025 00:00,06:49:00,CNR2289523514,Cancelled by Driver,11148,eBike,Area 25,Area 41,,,,More than permitted people in there,,,,,
13-01-2025 00:00,11:17:00,CNR4451244135,Successful,90247,Prime SUV,Area 7,Area 10,10.36,3.85,,,,907.72,23.17,4.9,4.7
07-01-2025 00:00,12:43:00,CNR2301039818,Successful,99696,Prime Plus,Area 36,Area 26,12.37,15.67,,,,1805.97,23.03,4.8,3.4
19-01-2025 00:00,08:07:00,CNR4807538171,Successful,82857,Prime Plus,Area 35,Area 14,5.76,5.92,,,,473.63,9.9,3.9,3.7
09-01-2025 00:00,23:19:00,CNR9550590567,Successful,38658,Bike,Area 17,Area 16,12.47,6.83,,,,1055.12,27.78,4.2,3.6
23-01-2025 00:00,15:12:00,CNR2258869707,Incomplete,54653,eBike,Area 16,Area 32,,,,,Other Issue,,,,
07-01-2025 00:00,00:30:00,CNR3297025763,Incomplete,25609,Prime Plus,Area 7,Area 6,,,,,Vehicle Breakdown,,,,
17-01-2025 00:00,05:44:00,CNR8004107503,Cancelled by Driver,13823,Prime Plus,Area 33,Area 27,,,,Personal & Car related issues,,,,,
29-01-2025 00:00,01:28:00,CNR2564785910,Incomplete,43958,Bike,Area 25,Area 9,,,,,Customer Demand,,,,
02-01-2025 00:00,15:54:00,CNR2669066259,Successful,89627,eBike,Area 9,Area 48,4.14,4.16,,,,212.05,24.25,4.3,4.5
07-01-2025 00:00,14:32:00,CNR1753359707,Cancelled by Driver,99804,Prime Plus,Area 31,Area 23,,,,More than permitted people in there,,,,,
24-01-2025 00:00,03:27:00,CNR9651089341,Successful,64385,Prime Sedan,Area 20,Area 10,14.83,18.92,,,,676.82,17.13,3.8,4.8
13-01-2025 00:00,05:29:00,CNR3097221233,Successful,56201,Mini,Area 45,Area 21,5.98,10.53,,,,101.5,4.45,5,4.2
06-01-2025 00:00,05:43:00,CNR8554110343,Successful,49874,Auto,Area 20,Area 17,9.62,14.3,,,,1559.37,24.84,4.9,4.3
14-01-2025 00:00,01:38:00,CNR9041643674,Cancelled by Driver,27149,Auto,Area 43,Area 15,,,,Customer related issue,,,,,
27-01-2025 00:00,04:59:00,CNR5126632410,Successful,74767,Prime Sedan,Area 2,Area 44,11.23,5.74,,,,477.71,1.61,3.3,3.3
20-01-2025 00:00,03:09:00,CNR7109943431,Incomplete,66802,Bike,Area 32,Area 40,,,,,Vehicle Breakdown,,,,
24-01-2025 00:00,17:22:00,CNR3330272190,Successful,27460,Prime Plus,Area 3,Area 49,2.17,16.17,,,,124.73,5,3.8,4.7
22-01-2025 00:00,01:35:00,CNR4268928950,Successful,64534,Prime SUV,Area 18,Area 19,8.9,9.29,,,,227.5,11.27,4.5,4.5
13-01-2025 00:00,11:08:00,CNR4988491362,Incomplete,71286,Auto,Area 3,Area 42,,,,,Vehicle Breakdown,,,,
01-01-2025 00:00,23:02:00,CNR7519291631,Successful,99423,Prime SUV,Area 1,Area 3,6.58,10.57,,,,331.36,16.37,3.2,3.8
19-01-2025 00:00,21:22:00,CNR9127902525,Successful,87519,eBike,Area 32,Area 10,10.89,12.38,,,,349.91,13.44,4.5,4.1
03-01-2025 00:00,23:32:00,CNR3158502566,Successful,82821,Prime SUV,Area 23,Area 35,14.99,18.88,,,,460.6,22.13,4.5,4.9
09-01-2025 00:00,01:32:00,CNR5573097230,Cancelled by Customer,50920,Prime SUV,Area 49,Area 22,,,Wrong Address,,,,,,
09-01-2025 00:00,13:13:00,CNR9953250870,Successful,16831,Prime SUV,Area 7,Area 10,2.88,17.28,,,,477.77,19.76,3.4,4.3
08-01-2025 00:00,14:10:00,CNR2035699137,Successful,50320,Prime Plus,Area 19,Area 27,6.35,14.65,,,,417.77,7.13,3.6,4.6
21-01-2025 00:00,12:04:00,CNR4810745508,Incomplete,61718,Prime SUV,Area 14,Area 43,,,,,Customer Demand,,,,
18-01-2025 00:00,17:42:00,CNR7514466152,Successful,43867,Prime SUV,Area 36,Area 37,4.51,18.14,,,,465.37,23.6,4.6,4.6
23-01-2025 00:00,11:28:00,CNR3531800028,Successful,27699,Prime SUV,Area 39,Area 31,14.11,16.92,,,,1568.1,7.56,4.6,4.4
02-01-2025 00:00,20:57:00,CNR2634012257,Successful,10562,Mini,Area 46,Area 10,12.66,10.01,,,,403.44,18.01,5,3.3
13-01-2025 00:00,23:29:00,CNR5070438410,Successful,17117,Mini,Area 48,Area 47,14.26,10.19,,,,488.45,20.05,3.5,4.8
25-01-2025 00:00,02:58:00,CNR2359937672,Successful,11776,Mini,Area 48,Area 35,3.78,18.17,,,,258.01,22.59,3.7,4.9
20-01-2025 00:00,00:41:00,CNR9067626776,Successful,45780,Mini,Area 22,Area 24,5.48,9.13,,,,946.08,29.18,3.6,3.5
23-01-2025 00:00,14:36:00,CNR3972474662,Successful,25617,Auto,Area 7,Area 11,10.68,18.74,,,,777.88,14.19,3.2,3.3
05-01-2025 00:00,03:10:00,CNR3166585503,Successful,19600,eBike,Area 26,Area 36,6.18,7.81,,,,320.46,16.3,4.5,3.4
26-01-2025 00:00,16:32:00,CNR1603518618,Incomplete,62803,Prime Sedan,Area 28,Area 39,,,,,Other Issue,,,,
21-01-2025 00:00,15:03:00,CNR6490611981,Successful,97661,Auto,Area 25,Area 31,2.31,4.67,,,,1494.82,21.27,4.1,4.9
25-01-2025 00:00,01:34:00,CNR6120775329,Incomplete,63394,Mini,Area 20,Area 24,,,,,Vehicle Breakdown,,,,
29-01-2025 00:00,19:29:00,CNR9281831711,Successful,98831,Prime Sedan,Area 49,Area 28,11.11,16.87,,,,636.33,8.89,3.1,3.7
12-01-2025 00:00,16:50:00,CNR2051701722,Incomplete,42555,Auto,Area 27,Area 29,,,,,Customer Demand,,,,
14-01-2025 00:00,22:59:00,CNR5121198275,Cancelled by Driver,51371,Auto,Area 3,Area 46,,,,Personal & Car related issues,,,,,
22-01-2025 00:00,11:24:00,CNR1278677996,Successful,33756,Prime Sedan,Area 15,Area 48,11.8,13.48,,,,1676.57,25.4,3.3,3.5
24-01-2025 00:00,10:58:00,CNR7689353725,Incomplete,97584,Bike,Area 38,Area 28,,,,,Customer Demand,,,,
27-01-2025 00:00,11:08:00,CNR1685229135,Successful,31077,Prime Plus,Area 22,Area 8,8.48,10.34,,,,427.66,16.26,4.1,4.6
18-01-2025 00:00,13:30:00,CNR8354887332,Successful,47350,Mini,Area 13,Area 1,8.81,9.98,,,,488.74,3.95,4.8,3.6
07-01-2025 00:00,17:01:00,CNR3177693045,Successful,34938,Prime Plus,Area 39,Area 14,11.89,15.26,,,,375.32,25.64,4.8,3.4
10-01-2025 00:00,13:09:00,CNR4558158393,Successful,63428,Auto,Area 31,Area 13,4.02,3.82,,,,275.59,14.04,4.3,4.4
27-01-2025 00:00,13:22:00,CNR3649670849,Successful,95858,Prime Plus,Area 6,Area 41,4.2,10.05,,,,154.99,11.03,4,3
04-01-2025 00:00,20:40:00,CNR8165243212,Successful,20302,Auto,Area 17,Area 23,11.11,11.75,,,,335.56,13.35,4.3,4.9
15-01-2025 00:00,06:23:00,CNR1540244892,Successful,65069,Auto,Area 4,Area 34,9.31,8.39,,,,268.08,16.25,3,4.2
11-01-2025 00:00,15:22:00,CNR7824351327,Incomplete,87369,Bike,Area 18,Area 14,,,,,Vehicle Breakdown,,,,
16-01-2025 00:00,14:42:00,CNR7132103118,Incomplete,17138,Prime Sedan,Area 17,Area 14,,,,,Other Issue,,,,
28-01-2025 00:00,23:44:00,CNR1653818329,Successful,53020,Bike,Area 15,Area 32,6.02,19.23,,,,255.86,25.79,4,4.6
11-01-2025 00:00,14:12:00,CNR2983594107,Successful,97851,Prime Sedan,Area 43,Area 37,3.91,11.04,,,,485.15,20.15,3.1,3.8
30-01-2025 00:00,05:23:00,CNR8162979770,Successful,85454,Prime Plus,Area 24,Area 33,10.26,18.83,,,,729.7,10.17,3.6,3.5
17-01-2025 00:00,04:02:00,CNR6849542066,Incomplete,93354,Prime Sedan,Area 9,Area 26,,,,,Customer Demand,,,,
27-01-2025 00:00,17:38:00,CNR7943535466,Cancelled by Customer,98965,Bike,Area 19,Area 46,,,Driver asked to cancel,,,,,,
18-01-2025 00:00,05:50:00,CNR7369600891,Incomplete,46093,Bike,Area 45,Area 18,,,,,Other Issue,,,,
10-01-2025 00:00,18:44:00,CNR4138639332,Successful,62686,Prime Plus,Area 46,Area 29,3.52,9.86,,,,438.23,17.78,4.3,4.7
15-01-2025 00:00,01:05:00,CNR2911652798,Incomplete,78167,Prime Sedan,Area 34,Area 50,,,,,Customer Demand,,,,
09-01-2025 00:00,00:16:00,CNR8029023101,Cancelled by Customer,65605,Bike,Area 47,Area 36,,,Wrong Address,,,,,,
29-01-2025 00:00,06:30:00,CNR9850708775,Incomplete,51249,Mini,Area 5,Area 21,,,,,Vehicle Breakdown,,,,
01-01-2025 00:00,22:29:00,CNR5125130250,Incomplete,99946,Mini,Area 1,Area 17,,,,,Vehicle Breakdown,,,,
16-01-2025 00:00,04:35:00,CNR7309835612,Incomplete,92028,Bike,Area 36,Area 27,,,,,Customer Demand,,,,
29-01-2025 00:00,18:48:00,CNR1791048244,Successful,10349,Bike,Area 9,Area 4,6.49,18.73,,,,138.83,26.34,3.7,4.9
04-01-2025 00:00,18:44:00,CNR7231546604,Incomplete,35762,Prime Plus,Area 47,Area 12,,,,,Vehicle Breakdown,,,,
03-01-2025 00:00,00:35:00,CNR7152971168,Successful,28230,Prime SUV,Area 1,Area 38,4.13,18.02,,,,522.8,19.89,3.5,3.5
03-01-2025 00:00,20:23:00,CNR2130359582,Incomplete,52280,eBike,Area 3,Area 19,,,,,Customer Demand,,,,
31-01-2025 00:00,18:44:00,CNR1505477562,Successful,68587,Prime Sedan,Area 1,Area 12,8.14,19.24,,,,1495.76,27.17,3.2,3.2
04-01-2025 00:00,16:00:00,CNR8087663160,Successful,46382,eBike,Area 38,Area 12,3.14,12.34,,,,423.46,7.81,5,3.9
04-01-2025 00:00,13:24:00,CNR8041972906,Successful,95242,Prime Sedan,Area 43,Area 12,11.24,4.63,,,,388.76,26.55,3.4,3.7
24-01-2025 00:00,22:04:00,CNR1657119177,Successful,93799,eBike,Area 18,Area 20,9.28,5.27,,,,1771.71,23.78,3.5,3.2
21-01-2025 00:00,21:29:00,CNR8568527225,Cancelled by Driver,32859,Bike,Area 10,Area 47,,,,The customer was coughing/sick,,,,,
10-01-2025 00:00,21:56:00,CNR9411558972,Successful,94372,Prime SUV,Area 42,Area 13,2.53,9.32,,,,1037.63,26.96,3.9,3.8
04-01-2025 00:00,22:41:00,CNR6839451118,Successful,22996,Prime Sedan,Area 32,Area 11,9.08,8.29,,,,1087,11.9,3.1,3.7
17-01-2025 00:00,11:04:00,CNR3389039668,Successful,69006,Prime Plus,Area 42,Area 30,3.35,8.9,,,,1762.61,4.06,4.1,3.8
